QueryID,Iteration,DocId,Relevance
Q1,1,C00527.txt,1
Q1,1,C00500.txt,1
Q1,1,C00441.txt,1
Q1,1,C00721.txt,1
Q1,1,C00832.txt,1
Q1,1,C00073.txt,1
Q1,1,C00454.txt,1
Q1,1,L00213.txt,1
Q1,1,C00432.txt,1
Q1,1,L00030.txt,1
Q1,1,L00260.txt,1
Q1,1,C00121.txt,1
Q1,1,L00454.txt,1
Q1,1,C00539.txt,1
Q1,1,L00074.txt,1
Q1,1,C00463.txt,1
Q1,1,L00358.txt,1
Q1,1,C00427.txt,1
Q1,1,C00293.txt,1
Q1,1,C00992.txt,1
Q2,1,C00306.txt,1
Q2,1,C00108.txt,1
Q2,1,C00101.txt,1
Q2,1,C00437.txt,1
Q2,1,C00227.txt,1
Q2,1,C00973.txt,1
Q2,1,M00353.txt,1
Q2,1,C00659.txt,1
Q2,1,C00497.txt,1
Q2,1,C00598.txt,1
Q2,1,C00552.txt,1
Q2,1,C00354.txt,1
Q2,1,C00540.txt,1
Q2,1,C00009.txt,1
Q2,1,C00477.txt,1
Q2,1,S00242.txt,1
Q2,1,S00346.txt,1
Q2,1,C00293.txt,1
Q2,1,C00627.txt,1
Q2,1,C00535.txt,1
Q3,1,D00101.txt,1
Q3,1,D00729.txt,1
Q3,1,D00463.txt,1
Q3,1,D00155.txt,1
Q3,1,D00809.txt,1
Q3,1,D00141.txt,1
Q3,1,D00819.txt,1
Q3,1,D00240.txt,1
Q3,1,C00344.txt,1
Q3,1,D00545.txt,1
Q3,1,D00221.txt,1
Q3,1,D00664.txt,1
Q3,1,D00501.txt,1
Q3,1,D00505.txt,1
Q3,1,D00685.txt,1
Q3,1,D00073.txt,1
Q3,1,D00409.txt,1
Q3,1,D00676.txt,1
Q3,1,D00158.txt,1
Q3,1,D00110.txt,1
Q4,1,M00017.txt,1
Q4,1,M00016.txt,1
Q4,1,M00018.txt,1
Q4,1,C00112.txt,1
Q4,1,M00007.txt,1
Q4,1,M00170.txt,1
Q4,1,M00011.txt,1
Q4,1,M00172.txt,1
Q4,1,M00224.txt,1
Q4,1,C00334.txt,1
Q4,1,C00564.txt,1
Q4,1,C00630.txt,1
Q4,1,M00013.txt,1
Q4,1,C00157.txt,1
Q4,1,M00374.txt,1
Q4,1,C00822.txt,1
Q4,1,M00003.txt,1
Q4,1,C00520.txt,1
Q4,1,C00763.txt,1
Q4,1,M00206.txt,1
Q5,1,S00968.txt,1
Q5,1,D00948.txt,1
Q5,1,S00783.txt,1
Q5,1,D00270.txt,1
Q5,1,M00230.txt,1
Q5,1,R00029.txt,1
Q5,1,T00628.txt,1
Q5,1,C00524.txt,1
Q5,1,T00572.txt,1
Q5,1,L00153.txt,1
Q5,1,S00363.txt,1
Q5,1,T00590.txt,1
Q5,1,D00892.txt,1
Q5,1,S00230.txt,1
Q5,1,M00016.txt,1
Q5,1,M00018.txt,1
Q5,1,T00005.txt,1
Q5,1,C00092.txt,1
Q5,1,D00545.txt,1
Q5,1,L00318.txt,1
Q6,1,S00844.txt,1
Q6,1,M00040.txt,1
Q6,1,M00245.txt,1
Q6,1,M00171.txt,1
Q6,1,M00219.txt,1
Q6,1,M00177.txt,1
Q6,1,M00205.txt,1
Q6,1,M00207.txt,1
Q6,1,M00039.txt,1
Q6,1,M00085.txt,1
Q6,1,M00033.txt,1
Q6,1,M00166.txt,1
Q6,1,M00223.txt,1
Q6,1,S00010.txt,1
Q6,1,S00196.txt,1
Q6,1,M00056.txt,1
Q6,1,D00878.txt,1
Q6,1,M00302.txt,1
Q6,1,M00243.txt,1
Q6,1,S00223.txt,1
Q7,1,C00465.txt,1
Q7,1,C00301.txt,1
Q7,1,C00052.txt,1
Q7,1,S00777.txt,1
Q7,1,C00872.txt,1
Q7,1,C00551.txt,1
Q7,1,C00091.txt,1
Q7,1,C00955.txt,1
Q7,1,C00820.txt,1
Q7,1,C00631.txt,1
Q7,1,C00257.txt,1
Q7,1,C00759.txt,1
Q7,1,C00369.txt,1
Q7,1,S00401.txt,1
Q7,1,C00140.txt,1
Q7,1,C00051.txt,1
Q7,1,C00113.txt,1
Q7,1,R00172.txt,1
Q7,1,C00681.txt,1
Q7,1,C00333.txt,1
Q8,1,D00714.txt,1
Q8,1,D00646.txt,1
Q8,1,D00664.txt,1
Q8,1,D00668.txt,1
Q8,1,D00598.txt,1
Q8,1,D00808.txt,1
Q8,1,D00837.txt,1
Q8,1,D00317.txt,1
Q8,1,D00197.txt,1
Q8,1,D00968.txt,1
Q8,1,D00594.txt,1
Q8,1,D00410.txt,1
Q8,1,D00800.txt,1
Q8,1,D00547.txt,1
Q8,1,D00858.txt,1
Q8,1,D00480.txt,1
Q8,1,D00870.txt,1
Q8,1,D00750.txt,1
Q8,1,D00446.txt,1
Q8,1,D00887.txt,1
Q9,1,D00212.txt,1
Q9,1,D00797.txt,1
Q9,1,D00868.txt,1
Q9,1,D00600.txt,1
Q9,1,D00715.txt,1
Q9,1,D00640.txt,1
Q9,1,D00178.txt,1
Q9,1,D00643.txt,1
Q9,1,D00567.txt,1
Q9,1,D00514.txt,1
Q9,1,D00851.txt,1
Q9,1,D00563.txt,1
Q9,1,D00455.txt,1
Q9,1,D00159.txt,1
Q9,1,D00663.txt,1
Q9,1,D00054.txt,1
Q9,1,D00325.txt,1
Q9,1,D00058.txt,1
Q9,1,D00434.txt,1
Q9,1,D00068.txt,1
Q10,1,D00870.txt,1
Q10,1,D00267.txt,1
Q10,1,D00068.txt,1
Q10,1,D00335.txt,1
Q10,1,D00365.txt,1
Q10,1,D00052.txt,1
Q10,1,D00668.txt,1
Q10,1,D00197.txt,1
Q10,1,D00837.txt,1
Q10,1,D00890.txt,1
Q10,1,D00949.txt,1
Q10,1,D00470.txt,1
Q10,1,D00714.txt,1
Q10,1,D00417.txt,1
Q10,1,D00609.txt,1
Q10,1,D00471.txt,1
Q10,1,D00737.txt,1
Q10,1,D00877.txt,1
Q10,1,D00673.txt,1
Q10,1,D00598.txt,1
Q11,1,D00445.txt,1
Q11,1,D00441.txt,1
Q11,1,D00890.txt,1
Q11,1,D00403.txt,1
Q11,1,D00715.txt,1
Q11,1,D00650.txt,1
Q11,1,D00949.txt,1
Q11,1,D00900.txt,1
Q11,1,D00112.txt,1
Q11,1,D00850.txt,1
Q11,1,D00222.txt,1
Q11,1,D00976.txt,1
Q11,1,D00170.txt,1
Q11,1,D00212.txt,1
Q11,1,D00723.txt,1
Q11,1,D00376.txt,1
Q11,1,D00617.txt,1
Q11,1,D00292.txt,1
Q11,1,D00763.txt,1
Q11,1,D00246.txt,1
Q12,1,D00896.txt,1
Q12,1,D00631.txt,1
Q12,1,D00870.txt,1
Q12,1,D00723.txt,1
Q12,1,D00825.txt,1
Q12,1,D00061.txt,1
Q12,1,D00409.txt,1
Q12,1,D00301.txt,1
Q12,1,D00766.txt,1
Q12,1,D00154.txt,1
Q12,1,D00902.txt,1
Q12,1,D00673.txt,1
Q12,1,D00267.txt,1
Q12,1,D00832.txt,1
Q12,1,D00674.txt,1
Q12,1,D00992.txt,1
Q12,1,D00875.txt,1
Q12,1,D00569.txt,1
Q12,1,D00679.txt,1
Q12,1,D00187.txt,1
Q13,1,D00039.txt,1
Q13,1,D00552.txt,1
Q13,1,D00146.txt,1
Q13,1,D00359.txt,1
Q13,1,D00867.txt,1
Q13,1,D00654.txt,1
Q13,1,D00480.txt,1
Q13,1,D00020.txt,1
Q13,1,D00519.txt,1
Q13,1,D00578.txt,1
Q13,1,S00821.txt,1
Q13,1,C00887.txt,1
Q13,1,C00336.txt,1
Q13,1,C00842.txt,1
Q13,1,L00403.txt,1
Q13,1,D00323.txt,1
Q13,1,T00703.txt,1
Q13,1,S00097.txt,1
Q13,1,D00503.txt,1
Q13,1,D00957.txt,1
Q14,1,C00021.txt,1
Q14,1,C00015.txt,1
Q14,1,S00469.txt,1
Q14,1,S00407.txt,1
Q14,1,C00030.txt,1
Q14,1,S00389.txt,1
Q14,1,S00748.txt,1
Q14,1,S00430.txt,1
Q14,1,C00743.txt,1
Q14,1,L00016.txt,1
Q14,1,C00296.txt,1
Q14,1,L00482.txt,1
Q14,1,S00774.txt,1
Q14,1,S00500.txt,1
Q14,1,S00037.txt,1
Q14,1,S00003.txt,1
Q14,1,S00681.txt,1
Q14,1,L00298.txt,1
Q14,1,L00256.txt,1
Q14,1,R00074.txt,1
Q15,1,C00729.txt,1
Q15,1,C00827.txt,1
Q15,1,S00469.txt,1
Q15,1,C00608.txt,1
Q15,1,S00389.txt,1
Q15,1,C00512.txt,1
Q15,1,C00777.txt,1
Q15,1,S00368.txt,1
Q15,1,C00718.txt,1
Q15,1,S00001.txt,1
Q15,1,L00459.txt,1
Q15,1,D00587.txt,1
Q15,1,C00218.txt,1
Q15,1,C00051.txt,1
Q15,1,L00364.txt,1
Q15,1,T00283.txt,1
Q15,1,C00585.txt,1
Q15,1,C00179.txt,1
Q15,1,C00820.txt,1
Q15,1,C00939.txt,1
Q16,1,C00135.txt,1
Q16,1,C00886.txt,1
Q16,1,C00035.txt,1
Q16,1,C00031.txt,1
Q16,1,C00404.txt,1
Q16,1,C00306.txt,1
Q16,1,C00389.txt,1
Q16,1,C00599.txt,1
Q16,1,M00061.txt,1
Q16,1,M00202.txt,1
Q16,1,M00055.txt,1
Q16,1,M00368.txt,1
Q16,1,C00139.txt,1
Q16,1,C00112.txt,1
Q16,1,M00172.txt,1
Q16,1,M00224.txt,1
Q16,1,C00145.txt,1
Q16,1,M00350.txt,1
Q16,1,M00351.txt,1
Q16,1,M00175.txt,1
Q17,1,C00345.txt,1
Q17,1,C00352.txt,1
Q17,1,C00022.txt,1
Q17,1,S00423.txt,1
Q17,1,S00771.txt,1
Q17,1,C00017.txt,1
Q17,1,S00738.txt,1
Q17,1,C00519.txt,1
Q17,1,C00795.txt,1
Q17,1,C00004.txt,1
Q17,1,C00006.txt,1
Q17,1,C00146.txt,1
Q17,1,C00447.txt,1
Q17,1,L00392.txt,1
Q17,1,C00278.txt,1
Q17,1,C00039.txt,1
Q17,1,S00168.txt,1
Q17,1,C00369.txt,1
Q17,1,C00259.txt,1
Q17,1,C00775.txt,1
Q18,1,C00539.txt,1
Q18,1,C00271.txt,1
Q18,1,C00591.txt,1
Q18,1,C00252.txt,1
Q18,1,C00073.txt,1
Q18,1,C00855.txt,1
Q18,1,C00317.txt,1
Q18,1,C00121.txt,1
Q18,1,C00234.txt,1
Q18,1,C00887.txt,1
Q18,1,C00992.txt,1
Q18,1,C00443.txt,1
Q18,1,C00454.txt,1
Q18,1,C00143.txt,1
Q18,1,C00071.txt,1
Q18,1,C00484.txt,1
Q18,1,C00064.txt,1
Q18,1,P_2089.txt,1
Q18,1,C00738.txt,1
Q18,1,C00911.txt,1
Q19,1,L00356.txt,1
Q19,1,C00972.txt,1
Q19,1,C00210.txt,1
Q19,1,L00299.txt,1
Q19,1,C00151.txt,1
Q19,1,C00214.txt,1
Q19,1,L00220.txt,1
Q19,1,C00676.txt,1
Q19,1,L00118.txt,1
Q19,1,L00216.txt,1
Q19,1,L00053.txt,1
Q19,1,C00804.txt,1
Q19,1,L00290.txt,1
Q19,1,L00205.txt,1
Q19,1,L00050.txt,1
Q19,1,L00491.txt,1
Q19,1,L00064.txt,1
Q19,1,C00013.txt,1
Q19,1,L00177.txt,1
Q19,1,L00201.txt,1
Q20,1,C00005.txt,1
Q20,1,C00892.txt,1
Q20,1,C00669.txt,1
Q20,1,C00462.txt,1
Q20,1,C00712.txt,1
Q20,1,C00622.txt,1
Q20,1,C00237.txt,1
Q20,1,C00753.txt,1
Q20,1,C00197.txt,1
Q20,1,C00044.txt,1
Q20,1,C00962.txt,1
Q20,1,C00425.txt,1
Q20,1,C00737.txt,1
Q20,1,C00543.txt,1
Q20,1,C00338.txt,1
Q20,1,C00392.txt,1
Q20,1,C00106.txt,1
Q20,1,C00484.txt,1
Q20,1,C00944.txt,1
Q20,1,C00374.txt,1
